공고,회사명,공고 링크,위치,모집 기한,자격 조건,기술 스택 
[정규직] Java 웹개발자 경력직 채용,(주)링크업소프트,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43975799&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 김포시 ,~ 10/14(금),"['경력3년↑', '초대졸↑']","['백엔드/서버개발', ' 웹개발', ' 유지보수', ' SI개발', ' S/W ']"
Java&Node.js&Javascript 인턴직 채용 - 경력무관,블렌딩,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43905334&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,인천 계양구 ,~ 11/01(화),"['경력무관', '학력무관']","['Java', ' Javascript', ' Node.js', ' 웹개발', ' JSP ']"
"반도체 Test Socket 설계, JIG 제작, Test 연구 개발",하이콘 주식회사,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44001436&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 성남시 중원구 ,~ 10/16(일),"['경력무관', '초대졸↑']","['연구원', ' R&D', ' 기술연구', ' 전자파', ' 기계설계 ']"
WEB 기획/개발 정규직 및 프리랜서 채용(PM/PL),인포뱅크(주),https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44097958&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 성남시 분당구 ,~ 10/29(토),"['경력5년↑', '초대졸↑']","['PM(프로젝트매니저)', ' 기획', ' WEB개발PM', ' WEB개발PL', ' WEB기획PM ']"
(주)웨이브파크 테마파크 IT개발/운영 채용,(주)웨이브파크,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43758771&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 시흥시 ,~ 10/14(금),"['경력무관', '초대졸↑']","['스포츠에이전트', ' 레저', ' 생활체육', ' 테마파크', ' 스포츠 ']"
'22년 디토닉(주) 제품기획 및 디자이너 경력/신입 사원 채용,디토닉(주),https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43908721&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 안양시 동안구 ,~ 11/01(화),"['경력5년↑', '학력무관']","['영상디자인', ' 상품기획', ' 서비스기획', ' UI/UX', ' 제안서 ']"
'22년 디토닉(주) 공공프로젝트 기획 및 제안 부문  채용,디토닉(주),https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43908844&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 안양시 동안구 ,~ 11/01(화),"['경력무관', '학력무관']","['사업기획', ' 트렌드분석', ' 기획', ' 정부지원사업', ' 소프트웨어개발 수정일 22/10/04 ']"
프로젝트 PL/PM 영입,베스핀글로벌(주),https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44169292&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기전체 ,~ 12/10(토),"['경력4년↑', '초대졸↑']","['PL(프로젝트리더)', ' PM(프로젝트매니저)', ' PMO', ' 사업관리', ' IT컨설팅 등록일 22/10/11 ']"
(주)파로스아이바이오 연구원(신입/경력) 채용,(주)파로스아이바이오,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43896530&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 안양시 동안구 ,~ 10/31(월),"['경력무관', '대졸↑']","['연구원', ' 임상개발', ' 제약/바이오', ' 제약/바이오', ' 생명과학 ']"
"영업, 고객관리, 영업기획 경력무관 모집",(주)스프링온워드,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44142707&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 성남시 분당구 ,~ 11/04(금),"['경력무관', '대졸↑']","['B2B', ' 고객관리', ' B2B마케팅', ' 인바운드', ' 영업 ']"
국내 최고 식품회사 Digital Smart Factory 운영 관리,커리어커넥트(주),https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44094733&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 용인시 기흥구 ,내일마감,"['경력 3~15년', '대졸↑']","['MES', ' 스마트팩토리', ' 생산', ' 제조', ' 식품 ']"
(컴퓨터)프로그래밍 강사 및 국비훈련 교사 채용,(주)코리아아이티아카데미인천,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44111185&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,인천 부평구 ,~ 10/30(일),"['경력무관', '학력무관']","['IT강사', ' IT학원 등록일 22/09/30 ']"
[고양센터/희망업무 택1] 쇼핑테마파크 스타필드 직원모집 -M11x,에스엠서치플러스(주),https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44073469&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 고양시 덕양구 ,채용시,"['경력무관', '학력무관']","['안내데스크', ' 내방객응대', ' 문서작성', ' 비품관리', ' 사무보조 ']"
(주)온이스(자동차부품) 가공생산부 생산직 근로자 채용,(주)온이스,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43915147&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 평택시 ,채용시,"['경력무관', '고졸↑']","['단순생산직', ' NC/CNC선반', ' NCT', ' 제조', ' 야간근무 ']"
(주)한미양행 수행기사 채용,(주)한미양행,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44040224&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 고양시 일산동구 ,~ 11/13(일),"['경력', '고졸↑']","['수행기사', ' 건강보조식품', ' 바이오 등록일 22/09/21 ']"
창고관리 정규직 모집합니다(경력무관),지이엔(주),https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43956375&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 시흥시 ,채용시,"['경력무관', '고졸↑']","['창고관리', ' 출고/출하', ' 자동차부품 수정일 22/09/13 ']"
[자동차부품] 영업 개발 신입 및 경력 사원 모집,(주)성원아이엔디,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43964654&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 화성시 ,내일마감,"['경력무관', '초대졸↑']","['기술영업', ' 영업관리', ' 영업', ' 수출입', ' 자동차부품 등록일 22/09/13 ']"
사출 및 조립 생산라인 공정검사 및 출하검사,파이오락스(주),https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43792887&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,인천 연수구 ,~ 10/17(월),"['신입·경력', '학력무관']","['QA', ' 제조', ' 조립', ' 플라스틱', ' 2교대 ']"
사출 및 조립 설비개발 & 보전 경력직,파이오락스(주),https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43784888&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,인천 연수구 ,~ 10/17(월),"['경력3년↑', '초대졸↑']","['기계조작원', ' 사출금형', ' 자동화라인', ' 메카트로닉스', ' 압출기 ']"
(고색동)영업팀 제품납품 및 포장보조,동양스프링,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44064537&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 수원시 권선구 ,채용시,"['경력무관', '학력무관']","['납품운전원', ' 포장', ' 제품포장', ' 자동차부품 수정일 22/10/12 ']"
도서물류 경력&신입 채용(정규직),(주)에듀스파박문각,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44095816&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 파주시 ,~ 10/29(토),"['신입·경력', '학력무관']","['물류관리', ' 물류사무원', ' 물류기획', ' 인터넷교육 등록일 22/09/29 ']"
PLC 제어 프로그램 설계 엔지니어 채용,(주)대코,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44102856&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 시흥시 ,~ 10/29(토),"['경력 4~10년', '대졸↑']","['전장설계', ' 자동제어', ' 장비제어', ' 생산자동화', ' FA(공장자동화) ']"
기술개발팀(측정검사 품질승인) 사원모집,(주)효진,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44153581&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 안산시 단원구 ,내일마감,"['경력무관', '고졸↑']","['QC', ' 금속', ' 자동차부품 등록일 22/10/07 ']"
프레스 생산직 사원 모집,(주)효진,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44160874&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 안산시 단원구 ,내일마감,"['경력1년↑', '고졸↑']","['제조가공', ' 생산', ' 금속', ' 프레스', ' 자동차부품 등록일 22/10/07 ']"
원두데일리 서비스 운영 매니저 채용합니다.,(주)스프링온워드,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44142746&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 성남시 분당구 ,~ 11/04(금),"['경력무관', '초대졸↑']","['거래처관리', ' 고객관리', ' 납기관리', ' CS관리', ' 구매관리 ']"
전자도서관 솔루션/서비스 개발자 모집,와이즈닷,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43961615&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 고양시 일산동구 ,내일마감,"['경력 2~3년', '학력무관']","['도서관', ' LMS', ' 전자도서관', ' SI·시스템통합 수정일 22/09/13 ']"
Project Manager 경력직 모집,(주)스타빌루스,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44184343&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 의왕시 ,~ 11/11(금),"['경력4년↑', '대졸↑']","['기술영업', ' 영업관리', ' 유통영업', ' 기술엔지니어', ' 기술설계 ']"
물류팀 물류팀 경력사원 채용 공고,(주)에스씨엘,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43759949&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 안산시 단원구 ,진행예정,"['경력2년↑', '고졸↑']","['물류관리', ' 자동차부품 수정일 22/09/27 ']"
현대/기아 자동차 협력사 도장/증착 품질관리(동업종 경력),(주)세종테크,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43761192&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,인천 서구 ,~ 10/15(토),"['경력5년↑', '초대졸↑']","['QA', ' QC', ' 증착', ' 자동차', ' 자동차부품 수정일 22/10/12 ']"
"[정왕동 시화공단] (경력무관) 제조·가공, 생산 정규직 채용",제일스프링공업(주),https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=43997344&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 시흥시 ,채용시,"['경력무관', '학력무관']","['제조가공', ' 생산기술', ' 생산', ' 제조', ' 금속재료 수정일 22/10/05 ']"
"경리.회계, 총무, 경영지원관련 일체(영어가능자우대)",(주)세종테크,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44026361&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,인천 서구 ,~ 10/20(목),"['신입·경력', '고졸↑']","['세무사', ' 회계사', ' 경영지원', ' 회계', ' 총무 ']"
"디지털 출력/제본 -후가공(제본,타공,포장 업무) 담당자 모집",임프레스,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44083416&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 파주시 ,채용시,"['경력무관', '고졸↑']","['출력/제본/복사', ' 후가공', ' 패킹(포장)', ' 포장', ' 인쇄·제본 등록일 22/09/27 ']"
1종 대형 자동차 정비사를 모십니다.,청라모터스,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44128286&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,인천 동구 ,채용시,"['경력10년↑', '학력무관']","['자동차정비', ' 카센터 수정일 22/10/04 ']"
현대/기아 협력사 사출창고 물류 사원 모집,(주)세종테크,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44143819&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,인천 서구 ,~ 11/05(토),"['신입·경력', '학력무관']","['자재관리', ' 재고관리', ' 자재구매', ' 자동차부품 수정일 22/10/12 ']"
초등생 영어로 수업 가능하신 선생님 모십니다.,스프링아이동천어학원,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44152521&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 용인시 수지구 ,~ 11/05(토),"['경력무관', '대졸↑']","['어학원', ' 어학원 등록일 22/10/06 ']"
제본/재단 기사(경력)  디지털 인쇄 오퍼레이터(경력/신입),임프레스,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44151294&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 파주시 ,~ 11/05(토),"['경력무관', '학력무관']","['출력/제본/복사', ' 인쇄·제본', ' 편집', ' 복사 등록일 22/10/06 ']"
동백역 실버타운 3등급 남자어르신 입주요양보호사 모집합니다,주식회사 태지상사,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44175094&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 용인시 기흥구 ,~ 11/10(목),"['경력무관', '학력무관']","['사회복지사', ' 요양보호사', ' 노인복지', ' 노인복지', ' 요양보호 수정일 22/10/12 ']"
"검사, 선별, 포장원 채용 - 경력무관",엘케이스프링,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44181095&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 안산시 단원구 ,~ 10/23(일),"['경력무관', '학력무관']",['']
거래처 기계설비 유지보수 및 관리,에이엔케이한국,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44183162&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 시흥시 ,채용시,"['경력무관', '학력무관']","['기계판매', ' 기계수리', ' 설비점검', ' 기계설비 등록일 22/10/12 ']"
"Java Spring 기반 웹 개발자 채용공고 (신입 개발자, 경력 초급 개발자 채용)",(주)미래지기,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44068970&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 성남시 수정구 ,채용시,"['경력무관', '학력무관']","['Java', ' 웹개발', ' 유지보수', ' Angular', ' jQuery ']"
(기숙사)대기업/전자부품/ 상여금300프로/정규직,(주)에스티아이,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44113155&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 파주시 ,~ 10/31(월),"['경력무관', '고졸↑']","['기계조작원', ' 단순생산직', ' ']"
"10월 성남시 온-오프 채용박람회(  SW, Java 프로그래머모집)",지식시스템(주),https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44187142&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 성남시 분당구 ,채용시,"['경력무관', '대졸']","['Java', ' 검색엔진', ' 챗봇', ' RPA', ' Linux ']"
자바 개발자를 모십니다. [정규직/프리랜서 무관],고잉컴,https://www.saramin.co.kr/zf_user/jobs/view?view_type=search&rec_idx=44164336&location=ts&searchword=spring%2C&searchType=search&paid_fl=n&search_uuid=82df02d1-6a78-42d8-ad63-665feeefedeb,경기 성남시 분당구 ,~ 11/08(화),"['신입·경력', '초대졸↑']","['.NET', ' Java', ' JSP', ' SI·시스템통합', ' 시스템관리 ']"
